Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Full_Name, AGE AVR,Attendance AVG,AVERAGE STUDY HOUR,AVERAGE SLEEP HOUR
S2213,Emma,Brown,student1213@university.com,Female,23,CS,80.31,99.77,86.46,98.63,72.90,0.52,62.96,97.08,D,18,No,Yes,High School,Low,4,5,Emma Brown,,,,
S2214,Sara,Jones,student1214@university.com,Male,19,CS,71.94,58.13,78.69,97.70,79.48,1.27,54.05,95.29,C,9,No,Yes,None,High,5,5,Sara Jones,,,,
S2215,Ali,Williams,student1215@university.com,Female,19,CS,,92.71,92.23,61.36,76.32,0.96,97.93,93.50,A,14,Yes,Yes,None,High,2,9,Ali Williams,,,,
S2216,Emma,Johnson,student1216@university.com,Male,21,Business,76.74,76.18,82.56,65.24,56.63,0.46,69.61,55.32,D,29,No,No,High School,Medium,7,5,Emma Johnson,,,,
S2217,Sara,Jones,student1217@university.com,Female,18,Engineering,84.69,67.19,71.16,51.80,59.85,4.81,81.15,61.67,D,19,No,Yes,,Medium,4,6,Sara Jones,,,,
S2218,Ahmed,Williams,student1218@university.com,Female,20,Mathematics,,53.35,98.78,69.94,57.09,3.34,77.64,80.61,C,6,No,Yes,,Low,1,7,Ahmed Williams,,,,
S2219,John,Williams,student1219@university.com,Male,23,CS,,84.30,81.69,91.73,84.66,9.35,60.66,98.52,C,6,No,Yes,,Low,4,5,John Williams,,,,
S2220,Ali,Williams,student1220@university.com,Female,19,CS,61.49,94.25,76.08,95.79,76.43,1.03,83.48,80.24,B,11,No,Yes,Master's,Medium,9,4,Ali Williams,,,,
S2221,Sara,Davis,student1221@university.com,Female,22,CS,55.37,54.12,64.53,61.82,71.49,9.26,52.31,66.36,F,21,No,Yes,High School,Medium,5,7,Sara Davis,,,,
S2222,Ali,Davis,student1222@university.com,Male,23,Engineering,56.98,50.52,94.14,63.29,89.92,0.87,60.15,90.87,D,11,No,Yes,High School,High,2,5,Ali Davis,,,,
S2223,Omar,Williams,student1223@university.com,Female,21,Mathematics,75.63,81.77,57.74,61.04,66.29,6.19,97.23,56.77,D,26,No,Yes,Master's,Medium,6,5,Omar Williams,,,,
S2224,Ali,Davis,student1224@university.com,Male,21,Engineering,66.06,98.62,40.55,67.51,78.41,2.48,97.68,94.09,F,21,No,Yes,High School,Medium,7,7,Ali Davis,,,,
S2225,Emma,Brown,student1225@university.com,Male,19,CS,,85.00,51.80,90.24,53.72,8.27,74.13,98.73,B,13,No,Yes,PhD,Low,2,6,Emma Brown,,,,
S2226,Omar,Williams,student1226@university.com,Male,19,Business,99.12,57.07,46.57,82.34,87.22,0.61,58.45,98.38,A,15,No,Yes,None,Medium,10,8,Omar Williams,,,,
S2227,Liam,Brown,student1227@university.com,Male,19,Business,57.84,65.20,59.14,89.30,84.76,9.53,71.08,57.38,C,14,Yes,Yes,Bachelor's,Low,2,9,Liam Brown,,,,
S2228,Emma,Brown,student1228@university.com,Female,24,CS,77.04,63.06,89.55,,90.12,0.47,93.85,77.48,F,13,No,Yes,,Medium,10,8,Emma Brown,,,,
S2229,John,Williams,student1229@university.com,Female,20,Business,54.94,91.13,79.09,62.89,94.22,2.41,53.51,79.25,C,21,No,Yes,High School,High,3,9,John Williams,,,,
S2230,Omar,Johnson,student1230@university.com,Female,19,CS,65.92,86.28,50.14,61.40,87.90,4.64,56.39,59.75,F,10,Yes,Yes,Bachelor's,Medium,10,6,Omar Johnson,,,,
S2231,Liam,Williams,student1231@university.com,Male,23,CS,,75.34,87.33,50.45,92.22,7.56,94.78,77.34,A,12,No,Yes,Master's,Low,4,6,Liam Williams,,,,
S2232,Ahmed,Williams,student1232@university.com,Female,23,CS,97.33,56.50,70.25,89.05,67.28,9.51,70.77,82.33,A,7,No,Yes,None,Medium,5,5,Ahmed Williams,,,,
S2233,Ali,Davis,student1233@university.com,Female,24,Engineering,69.56,96.28,70.76,92.36,67.17,4.28,54.17,66.45,F,14,Yes,Yes,Master's,High,3,8,Ali Davis,,,,
S2234,Sara,Williams,student1234@university.com,Female,24,Engineering,53.25,79.20,61.73,88.41,97.22,7.57,56.96,65.78,D,7,No,No,Bachelor's,Medium,4,6,Sara Williams,,,,
S2235,Maria,Johnson,student1235@university.com,Female,18,CS,69.41,98.23,91.88,53.72,95.73,7.27,94.12,53.01,C,5,No,Yes,None,Medium,7,8,Maria Johnson,,,,
S2236,Ali,Davis,student1236@university.com,Male,22,CS,,74.81,59.10,88.11,77.42,5.71,74.51,97.84,C,21,No,Yes,Master's,Medium,6,7,Ali Davis,,,,
S2237,Liam,Smith,student1237@university.com,Male,19,Business,61.50,89.27,45.65,52.29,68.33,6.91,58.15,90.18,A,9,No,Yes,Bachelor's,High,2,4,Liam Smith,,,,
S2238,Ali,Smith,student1238@university.com,Female,23,Mathematics,80.90,88.79,58.16,55.28,93.30,0.38,94.70,87.97,F,6,No,Yes,None,Low,7,8,Ali Smith,,,,
S2239,John,Brown,student1239@university.com,Male,24,Business,53.37,60.24,82.92,72.02,66.17,4.42,92.26,51.09,D,7,No,Yes,High School,High,2,6,John Brown,,,,
S2240,Ahmed,Brown,student1240@university.com,Female,23,CS,73.24,97.84,79.45,73.81,57.68,7.86,51.15,81.22,C,10,Yes,Yes,None,High,3,5,Ahmed Brown,,,,
S2241,Maria,Johnson,student1241@university.com,Female,23,CS,80.47,41.32,51.28,90.81,81.97,4.74,79.05,59.03,B,23,No,Yes,Bachelor's,Medium,1,9,Maria Johnson,,,,
S2242,Omar,Jones,student1242@university.com,Female,24,CS,71.09,86.12,46.71,83.98,52.13,8.74,62.22,83.09,D,5,No,Yes,,Medium,6,8,Omar Jones,,,,
S2243,Omar,Smith,student1243@university.com,Male,20,CS,50.96,97.93,79.65,,68.96,8.34,76.66,81.06,C,23,Yes,Yes,,High,10,7,Omar Smith,,,,
S2244,Omar,Brown,student1244@university.com,Female,24,Engineering,,60.33,80.58,61.31,90.38,8.63,63.96,92.60,A,20,No,Yes,,High,4,9,Omar Brown,,,,
S2245,Liam,Smith,student1245@university.com,Male,24,Engineering,68.36,78.89,61.97,64.28,64.76,1.30,65.79,62.77,C,18,Yes,Yes,Master's,High,9,8,Liam Smith,,,,
S2246,Emma,Johnson,student1246@university.com,Male,22,Business,,73.73,90.57,56.18,96.57,2.44,80.09,51.37,D,28,Yes,Yes,High School,Medium,4,5,Emma Johnson,,,,
S2247,Emma,Johnson,student1247@university.com,Female,24,Engineering,66.28,85.69,98.69,,97.79,0.30,76.94,95.71,F,26,Yes,Yes,None,Low,10,9,Emma Johnson,,,,
S2248,Sara,Jones,student1248@university.com,Male,21,CS,73.75,91.97,52.34,86.43,90.79,9.83,69.76,95.43,B,16,Yes,Yes,Bachelor's,Low,6,7,Sara Jones,,,,
S2249,Maria,Jones,student1249@university.com,Male,24,CS,69.42,76.18,74.62,62.07,99.38,2.36,55.38,72.79,C,5,No,Yes,High School,High,8,6,Maria Jones,,,,
S2250,Omar,Davis,student1250@university.com,Female,23,Engineering,67.13,88.95,40.32,91.77,76.54,3.67,98.47,53.90,A,23,No,Yes,PhD,Medium,5,8,Omar Davis,,,,
S2251,Emma,Johnson,student1251@university.com,Male,19,CS,51.09,58.74,82.78,73.48,78.46,2.75,58.73,74.90,F,6,Yes,Yes,PhD,Low,3,4,Emma Johnson,,,,
S2252,Liam,Brown,student1252@university.com,Male,23,CS,68.00,53.72,64.86,66.15,91.81,0.40,81.66,76.20,B,12,No,Yes,Bachelor's,Low,9,7,Liam Brown,,,,
S2253,Sara,Smith,student1253@university.com,Female,22,CS,94.47,65.84,51.60,70.62,74.64,2.61,54.14,91.09,A,17,Yes,Yes,,Low,3,5,Sara Smith,,,,
S2254,Ahmed,Williams,student1254@university.com,Female,21,CS,84.52,80.66,85.13,,70.34,0.98,84.42,85.86,A,8,Yes,Yes,High School,Low,9,4,Ahmed Williams,,,,
S2255,Sara,Jones,student1255@university.com,Male,24,CS,57.27,51.23,88.64,75.84,80.74,3.94,54.74,53.54,D,22,No,Yes,High School,High,2,6,Sara Jones,,,,
S2256,Emma,Williams,student1256@university.com,Female,20,Business,79.56,80.82,46.67,50.36,82.88,9.67,61.48,85.27,C,13,No,Yes,High School,High,8,6,Emma Williams,,,,
S2257,John,Brown,student1257@university.com,Female,18,Business,94.61,63.65,42.46,96.12,87.54,6.98,82.35,56.79,A,14,No,Yes,Bachelor's,High,6,7,John Brown,,,,
S2258,Liam,Jones,student1258@university.com,Male,24,CS,85.00,87.73,60.04,53.30,83.41,7.07,64.15,54.47,F,21,No,Yes,PhD,Low,9,7,Liam Jones,,,,
S2259,John,Williams,student1259@university.com,Male,19,CS,57.43,42.21,77.56,96.93,87.29,4.53,76.64,69.93,D,15,No,Yes,PhD,Low,5,7,John Williams,,,,
S2260,Omar,Brown,student1260@university.com,Female,18,Business,,80.08,87.61,,83.73,8.11,56.23,53.87,C,11,No,Yes,Master's,Low,4,5,Omar Brown,,,,
S2261,John,Smith,student1261@university.com,Male,20,CS,65.08,78.99,72.76,,74.02,9.08,60.12,91.46,F,9,Yes,Yes,,Low,2,8,John Smith,,,,
S2262,Omar,Brown,student1262@university.com,Female,22,CS,72.70,96.46,74.84,76.73,56.75,9.62,86.69,73.16,D,23,Yes,Yes,None,Low,1,8,Omar Brown,,,,
S2263,Omar,Davis,student1263@university.com,Female,22,CS,76.31,82.80,87.99,75.29,89.27,0.99,51.76,79.35,C,24,Yes,Yes,PhD,High,4,5,Omar Davis,,,,
S2264,Emma,Jones,student1264@university.com,Male,20,CS,,87.78,71.73,53.64,51.54,8.80,55.59,78.84,C,10,Yes,Yes,PhD,High,8,6,Emma Jones,,,,
S2265,John,Johnson,student1265@university.com,Male,23,Business,96.58,94.28,76.67,61.94,99.63,2.25,60.75,98.91,A,13,No,Yes,High School,Low,10,6,John Johnson,,,,
S2266,Omar,Smith,student1266@university.com,Female,20,Business,96.48,80.50,70.97,88.88,91.42,3.97,51.01,95.79,B,29,Yes,Yes,,Low,9,9,Omar Smith,,,,
S2267,Maria,Williams,student1267@university.com,Female,24,CS,50.40,57.41,92.83,,83.55,3.45,54.77,92.46,D,30,No,Yes,PhD,Low,1,9,Maria Williams,,,,
S2268,Ahmed,Jones,student1268@university.com,Female,19,CS,96.09,92.19,54.13,76.46,98.33,6.75,64.07,69.16,A,20,No,Yes,Master's,Medium,2,4,Ahmed Jones,,,,
S2269,Sara,Johnson,student1269@university.com,Female,21,CS,52.72,84.85,55.84,67.67,80.62,5.98,54.65,57.25,F,24,No,Yes,,Medium,3,9,Sara Johnson,,,,
S2270,Sara,Brown,student1270@university.com,Male,24,CS,63.29,65.47,47.68,53.00,52.82,1.09,93.31,79.59,B,24,Yes,Yes,PhD,Medium,8,4,Sara Brown,,,,
S2271,Emma,Johnson,student1271@university.com,Female,24,Mathematics,75.75,82.63,89.17,84.11,77.97,7.83,53.30,72.02,C,15,No,Yes,None,High,9,7,Emma Johnson,,,,
S2272,John,Jones,student1272@university.com,Male,24,Engineering,74.00,92.06,64.71,63.92,63.86,4.40,93.05,61.28,F,6,No,Yes,,Low,3,6,John Jones,,,,
S2273,John,Jones,student1273@university.com,Male,18,Engineering,80.24,98.54,60.87,52.75,68.47,0.02,91.14,54.88,F,24,No,Yes,,Low,4,6,John Jones,,,,
S2274,Omar,Davis,student1274@university.com,Female,18,Business,73.97,97.14,98.88,83.29,72.98,4.15,55.04,71.80,A,8,No,No,,Low,8,7,Omar Davis,,,,
S2275,Liam,Davis,student1275@university.com,Male,22,Business,96.72,59.52,95.61,74.29,88.73,5.16,51.26,82.54,A,12,No,Yes,PhD,Low,3,7,Liam Davis,,,,
S2276,Ali,Johnson,student1276@university.com,Male,24,Business,62.03,65.30,98.32,,75.15,0.69,52.50,81.27,C,13,No,Yes,High School,Medium,6,5,Ali Johnson,,,,
S2277,Omar,Brown,student1277@university.com,Female,23,CS,63.70,46.57,48.54,55.55,73.73,1.51,79.52,88.70,D,14,No,Yes,Master's,Low,1,9,Omar Brown,,,,
S2278,Ahmed,Johnson,student1278@university.com,Male,22,CS,96.04,54.85,93.48,84.96,65.10,9.94,83.52,73.33,A,17,No,Yes,High School,Medium,7,4,Ahmed Johnson,,,,
S2279,Maria,Jones,student1279@university.com,Male,19,Engineering,,92.95,59.72,53.18,76.99,8.71,81.03,66.08,F,18,No,Yes,Bachelor's,Medium,5,6,Maria Jones,,,,
S2280,Sara,Jones,student1280@university.com,Female,20,CS,80.48,61.65,40.76,93.30,62.42,1.33,77.07,76.94,D,17,Yes,Yes,Bachelor's,Medium,4,8,Sara Jones,,,,
S2281,Omar,Williams,student1281@university.com,Female,18,Mathematics,84.09,77.23,63.48,65.57,63.05,5.80,58.73,98.75,A,9,No,Yes,Master's,Low,8,8,Omar Williams,,,,
S2282,Ali,Davis,student1282@university.com,Female,24,Engineering,75.28,79.96,70.55,54.43,87.86,3.79,92.05,52.25,D,21,No,Yes,High School,Medium,8,8,Ali Davis,,,,
S2283,Ali,Williams,student1283@university.com,Female,19,Mathematics,84.71,86.91,46.49,,67.13,5.44,66.38,76.43,F,25,No,Yes,None,Low,7,6,Ali Williams,,,,
S2284,Omar,Smith,student1284@university.com,Female,22,CS,58.64,50.97,72.26,76.22,52.57,4.71,99.31,66.46,C,17,No,Yes,,High,1,7,Omar Smith,,,,
S2285,Emma,Jones,student1285@university.com,Female,22,Business,92.63,58.29,89.17,65.33,67.18,0.48,69.24,55.27,A,26,Yes,Yes,Master's,Medium,10,8,Emma Jones,,,,
S2286,Sara,Williams,student1286@university.com,Female,18,CS,57.00,66.90,62.66,70.30,81.93,3.15,63.15,71.73,C,16,Yes,Yes,,Low,6,7,Sara Williams,,,,
S2287,Emma,Johnson,student1287@university.com,Male,22,Mathematics,70.04,61.89,61.16,51.07,90.70,1.26,94.71,82.06,D,19,Yes,Yes,High School,Medium,3,7,Emma Johnson,,,,
S2288,Maria,Davis,student1288@university.com,Male,23,CS,53.76,98.97,60.33,,98.10,4.89,78.37,76.41,C,7,No,Yes,,Low,8,7,Maria Davis,,,,
S2289,Ali,Davis,student1289@university.com,Female,22,Engineering,77.26,90.10,95.39,68.29,87.31,9.07,86.09,51.46,B,9,No,Yes,PhD,Low,10,4,Ali Davis,,,,
S2290,Ali,Brown,student1290@university.com,Male,21,Business,83.49,68.78,42.93,85.70,71.44,9.96,70.42,78.96,A,24,Yes,Yes,,Low,3,5,Ali Brown,,,,
S2291,Ahmed,Johnson,student1291@university.com,Male,20,Engineering,97.06,92.76,66.70,81.41,64.96,9.44,94.35,61.60,B,11,No,Yes,None,Low,8,8,Ahmed Johnson,,,,
S2292,Maria,Brown,student1292@university.com,Female,22,Engineering,86.97,60.86,55.88,82.56,56.48,9.86,95.89,67.07,A,7,No,Yes,None,High,5,5,Maria Brown,,,,
S2293,Ali,Williams,student1293@university.com,Male,21,Mathematics,,87.15,93.63,89.64,81.38,0.15,71.84,65.61,D,19,Yes,Yes,,Medium,5,6,Ali Williams,,,,
S2294,Maria,Smith,student1294@university.com,Female,19,Engineering,96.63,53.42,45.76,81.56,75.49,7.29,62.04,92.93,B,7,No,Yes,Master's,Low,8,7,Maria Smith,,,,
S2295,Sara,Johnson,student1295@university.com,Male,22,Engineering,,86.34,64.69,70.94,83.89,2.73,82.38,52.38,C,22,No,Yes,PhD,Medium,3,7,Sara Johnson,,,,
S2296,John,Johnson,student1296@university.com,Female,23,CS,78.06,67.39,64.41,69.50,61.86,8.66,97.73,67.40,B,22,No,Yes,High School,Medium,4,5,John Johnson,,,,
S2297,Ali,Johnson,student1297@university.com,Male,19,Business,79.80,46.45,93.30,,66.18,8.14,81.12,69.74,B,16,No,Yes,Bachelor's,Low,1,7,Ali Johnson,,,,
S2298,Ahmed,Brown,student1298@university.com,Male,24,Engineering,70.50,56.40,52.93,88.97,64.60,4.24,97.71,80.94,C,22,No,Yes,,Medium,9,7,Ahmed Brown,,,,
S2299,Sara,Williams,student1299@university.com,Male,22,Engineering,91.92,64.14,78.69,88.06,89.88,4.73,67.19,89.45,A,25,No,Yes,PhD,Medium,3,8,Sara Williams,,,,
S2300,Omar,Johnson,student1300@university.com,Female,18,CS,59.26,84.96,48.06,62.31,58.56,2.65,95.75,86.38,F,10,No,Yes,PhD,Low,8,7,Omar Johnson,,,,
S2301,Maria,Johnson,student1301@university.com,Male,21,Engineering,77.74,44.38,97.24,93.13,80.42,2.89,55.63,87.63,C,21,No,Yes,PhD,Medium,1,6,Maria Johnson,,,,
S2302,Omar,Davis,student1302@university.com,Male,21,CS,86.11,79.57,75.58,79.45,52.57,9.81,67.94,59.62,A,22,No,Yes,PhD,High,1,7,Omar Davis,,,,
S2303,Emma,Smith,student1303@university.com,Female,18,CS,95.20,82.96,77.58,73.93,77.48,8.89,74.72,95.59,A,10,Yes,Yes,Master's,Low,6,5,Emma Smith,,,,
S2304,Sara,Davis,student1304@university.com,Female,20,Engineering,94.20,79.24,66.03,,53.20,1.92,82.66,70.71,A,23,No,Yes,None,Medium,6,7,Sara Davis,,,,
S2305,Omar,Davis,student1305@university.com,Male,24,CS,75.44,85.64,60.54,69.14,58.79,2.76,64.71,50.56,D,23,No,Yes,None,High,7,9,Omar Davis,,,,
S2306,Liam,Smith,student1306@university.com,Male,23,CS,,50.69,52.76,82.03,55.65,1.09,96.21,83.40,C,9,No,Yes,High School,High,1,7,Liam Smith,,,,
S2307,Liam,Williams,student1307@university.com,Male,21,Engineering,69.71,75.23,76.24,54.49,67.34,9.89,95.17,80.20,C,13,Yes,Yes,High School,Medium,3,6,Liam Williams,,,,
S2308,Ali,Davis,student1308@university.com,Male,19,CS,73.41,96.47,97.27,72.98,67.19,9.07,89.97,56.30,F,29,Yes,Yes,PhD,Medium,4,6,Ali Davis,,,,
S2309,Maria,Williams,student1309@university.com,Female,23,CS,95.31,76.65,61.59,99.67,91.32,5.52,55.72,97.99,B,7,Yes,Yes,PhD,Medium,9,9,Maria Williams,,,,
S2310,John,Davis,student1310@university.com,Male,21,CS,96.54,76.68,92.99,85.83,61.28,6.93,53.91,78.08,A,11,No,Yes,Bachelor's,High,8,8,John Davis,,,,
S2311,Sara,Jones,student1311@university.com,Male,24,Engineering,94.77,84.19,48.93,77.34,54.32,7.48,74.91,73.46,A,20,No,Yes,None,Low,4,8,Sara Jones,,,,
S2312,Ali,Smith,student1312@university.com,Female,20,Engineering,56.92,59.99,96.17,76.65,80.18,2.04,88.27,69.91,D,29,No,Yes,PhD,Medium,10,7,Ali Smith,,,,
S2313,Ahmed,Davis,student1313@university.com,Male,24,Business,,82.03,61.03,,84.37,9.35,56.16,60.49,F,11,Yes,Yes,High School,Low,7,6,Ahmed Davis,,,,
S2314,Emma,Jones,student1314@university.com,Male,19,CS,97.42,94.97,62.78,97.87,64.74,5.27,82.07,97.64,A,25,No,Yes,High School,Low,9,5,Emma Jones,,,,
S2315,Maria,Brown,student1315@university.com,Male,24,CS,68.06,40.65,67.77,96.41,80.14,0.92,76.39,85.11,B,14,No,Yes,,Medium,10,9,Maria Brown,,,,
S2316,Sara,Jones,student1316@university.com,Female,23,CS,75.93,92.21,83.09,84.12,88.80,3.97,86.30,78.38,C,14,No,Yes,Bachelor's,Medium,10,5,Sara Jones,,,,
S2317,Liam,Johnson,student1317@university.com,Female,19,Engineering,88.95,53.12,83.18,54.95,67.38,6.02,71.77,81.56,A,30,No,Yes,PhD,Low,8,5,Liam Johnson,,,,
S2318,Sara,Davis,student1318@university.com,Male,18,Mathematics,78.10,67.36,68.78,60.39,76.27,3.53,84.66,92.02,F,25,No,Yes,PhD,Low,5,8,Sara Davis,,,,
S2319,John,Jones,student1319@university.com,Male,22,CS,99.67,91.14,71.39,59.20,57.33,6.99,57.98,81.79,A,11,No,No,PhD,Low,9,6,John Jones,,,,
S2320,Liam,Williams,student1320@university.com,Female,18,CS,72.79,89.43,41.80,75.98,51.18,8.82,60.73,55.73,C,10,No,Yes,,High,5,7,Liam Williams,,,,
S2321,John,Brown,student1321@university.com,Male,23,CS,85.70,93.52,58.26,60.39,99.07,7.72,95.17,84.86,A,7,No,No,,Medium,3,8,John Brown,,,,
S2322,Ahmed,Davis,student1322@university.com,Male,22,Engineering,89.63,96.43,60.76,,64.99,6.43,66.47,78.24,A,17,No,Yes,,Medium,6,7,Ahmed Davis,,,,
S2323,Emma,Johnson,student1323@university.com,Female,18,Engineering,74.71,66.83,73.52,77.26,63.95,5.12,99.28,98.32,D,13,Yes,Yes,PhD,High,3,7,Emma Johnson,,,,
S2324,Ahmed,Jones,student1324@university.com,Female,22,Engineering,92.85,79.38,73.50,50.88,98.66,2.54,52.31,86.69,B,15,No,Yes,PhD,Medium,2,4,Ahmed Jones,,,,
S2325,Ali,Brown,student1325@university.com,Female,21,Business,77.31,63.43,82.59,87.20,86.41,4.55,74.79,67.20,B,16,No,Yes,High School,High,7,6,Ali Brown,,,,
S2326,Ali,Davis,student1326@university.com,Male,24,Engineering,70.58,61.04,83.02,59.44,79.26,2.93,66.25,56.77,F,30,No,Yes,PhD,High,3,6,Ali Davis,,,,
S2327,Ahmed,Brown,student1327@university.com,Male,19,CS,55.39,65.90,54.11,91.24,84.97,9.34,99.80,74.11,C,5,No,Yes,,Low,5,8,Ahmed Brown,,,,
S2328,Emma,Johnson,student1328@university.com,Male,22,CS,69.67,84.58,86.21,67.75,85.50,9.07,99.50,83.97,C,16,No,Yes,Bachelor's,Medium,9,6,Emma Johnson,,,,
S2329,Ahmed,Jones,student1329@university.com,Male,21,Engineering,86.70,70.09,41.18,66.93,88.17,1.56,61.76,58.86,A,7,No,No,High School,Medium,4,7,Ahmed Jones,,,,
S2330,Emma,Brown,student1330@university.com,Female,24,Engineering,96.06,88.84,82.97,50.59,53.36,8.23,63.36,82.47,B,22,No,Yes,,Medium,9,8,Emma Brown,,,,
S2331,Emma,Brown,student1331@university.com,Male,24,Engineering,62.58,84.71,46.12,99.39,70.64,7.03,87.48,91.28,B,6,No,Yes,Master's,Medium,6,6,Emma Brown,,,,
S2332,Omar,Smith,student1332@university.com,Male,20,Engineering,67.76,41.23,83.78,80.60,64.76,9.75,94.48,57.85,F,24,No,Yes,High School,Low,3,5,Omar Smith,,,,
S2333,Liam,Brown,student1333@university.com,Female,18,Engineering,,77.81,71.63,71.14,53.53,4.63,83.18,85.29,A,27,No,Yes,High School,High,1,9,Liam Brown,,,,
S2334,Maria,Smith,student1334@university.com,Female,20,Business,84.54,66.19,66.24,54.83,70.63,7.22,93.24,53.41,A,29,Yes,Yes,Master's,Low,8,9,Maria Smith,,,,
S2335,Emma,Jones,student1335@university.com,Male,23,Engineering,98.01,67.40,81.44,84.96,80.81,5.18,53.16,50.40,A,8,No,Yes,Master's,Medium,10,9,Emma Jones,,,,
S2336,John,Davis,student1336@university.com,Female,21,Business,82.05,89.10,42.18,64.14,58.92,0.69,82.03,51.63,A,30,Yes,Yes,None,Low,4,5,John Davis,,,,
S2337,Emma,Davis,student1337@university.com,Female,20,CS,80.85,72.86,53.41,99.41,65.25,0.47,85.01,81.58,D,15,No,Yes,High School,Medium,6,6,Emma Davis,,,,
S2338,Emma,Jones,student1338@university.com,Male,20,Engineering,77.67,93.14,76.99,97.53,81.96,1.22,59.52,98.67,C,21,Yes,Yes,Bachelor's,High,2,9,Emma Jones,,,,
S2339,Emma,Jones,student1339@university.com,Male,24,Mathematics,54.42,82.77,90.83,86.76,78.97,2.96,88.90,88.57,D,5,No,Yes,PhD,Medium,4,5,Emma Jones,,,,
S2340,Omar,Williams,student1340@university.com,Male,21,CS,,73.17,62.87,98.55,93.44,2.59,97.21,62.72,C,14,No,Yes,Master's,Medium,8,7,Omar Williams,,,,
S2341,Liam,Jones,student1341@university.com,Male,24,Business,80.10,85.27,55.53,55.28,89.56,7.28,94.90,53.58,C,14,No,Yes,None,Low,2,6,Liam Jones,,,,
S2342,Omar,Brown,student1342@university.com,Female,19,Business,83.07,42.30,71.12,,98.28,7.16,62.25,80.83,C,18,No,Yes,Master's,Medium,6,8,Omar Brown,,,,
S2343,Ali,Davis,student1343@university.com,Female,22,CS,94.94,41.63,77.34,62.66,79.86,9.71,66.20,50.16,A,8,No,Yes,,High,2,8,Ali Davis,,,,
S2344,Omar,Johnson,student1344@university.com,Male,23,Engineering,89.20,45.00,65.21,53.60,84.92,3.10,74.98,89.63,A,22,No,Yes,PhD,High,8,6,Omar Johnson,,,,
S2345,John,Davis,student1345@university.com,Male,23,CS,89.05,66.25,92.60,98.61,93.03,9.38,57.92,62.16,A,20,No,Yes,PhD,Medium,3,5,John Davis,,,,
S2346,John,Smith,student1346@university.com,Female,18,Mathematics,,54.13,71.41,53.00,92.00,6.13,97.70,64.96,D,10,Yes,Yes,Master's,Medium,9,8,John Smith,,,,
S2347,Omar,Davis,student1347@university.com,Male,24,Business,99.50,99.06,42.15,92.83,85.94,4.95,58.08,67.20,A,30,Yes,Yes,PhD,Low,6,4,Omar Davis,,,,
S2348,Liam,Williams,student1348@university.com,Male,22,CS,79.06,72.54,53.38,88.41,75.01,6.68,88.07,88.18,A,5,No,Yes,PhD,Medium,3,4,Liam Williams,,,,
S2349,Ahmed,Jones,student1349@university.com,Male,18,CS,55.44,79.74,67.04,68.79,63.66,7.03,67.07,63.29,D,13,Yes,Yes,Bachelor's,Medium,2,8,Ahmed Jones,,,,
S2350,Maria,Jones,student1350@university.com,Male,23,Engineering,,56.73,81.86,50.94,93.86,1.72,78.69,64.22,B,12,No,No,Master's,Low,8,8,Maria Jones,,,,
S2351,Liam,Davis,student1351@university.com,Female,22,CS,89.38,59.31,53.19,50.30,88.83,7.52,52.36,77.05,B,19,No,Yes,,High,4,7,Liam Davis,,,,
S2352,Omar,Johnson,student1352@university.com,Male,20,CS,51.39,60.13,98.58,60.20,91.90,7.25,60.25,73.15,C,27,Yes,Yes,,Medium,8,7,Omar Johnson,,,,
S2353,Emma,Johnson,student1353@university.com,Female,19,Engineering,52.84,81.92,59.11,74.69,57.04,9.98,72.22,97.78,D,21,Yes,Yes,,Medium,7,9,Emma Johnson,,,,
S2354,Sara,Williams,student1354@university.com,Male,20,CS,53.36,68.42,71.95,72.90,65.74,9.12,83.86,63.17,F,6,No,Yes,Bachelor's,Low,2,4,Sara Williams,,,,
S2355,Maria,Smith,student1355@university.com,Male,19,CS,86.55,71.06,41.14,79.26,71.24,6.85,88.88,54.59,A,27,Yes,Yes,Master's,Low,7,5,Maria Smith,,,,
S2356,Maria,Davis,student1356@university.com,Female,24,Business,,75.52,93.09,,91.92,7.12,51.51,77.05,C,12,Yes,Yes,PhD,Medium,4,8,Maria Davis,,,,
S2357,John,Jones,student1357@university.com,Male,21,Mathematics,68.44,86.13,87.33,68.87,94.64,9.46,57.62,59.23,C,8,No,Yes,Bachelor's,Medium,6,5,John Jones,,,,
S2358,Maria,Davis,student1358@university.com,Female,18,Business,55.28,45.42,51.73,,64.24,9.67,86.49,70.68,D,16,No,Yes,,Medium,8,5,Maria Davis,,,,
S2359,Omar,Williams,student1359@university.com,Male,18,Business,,86.61,95.99,90.00,84.32,8.27,90.65,59.36,A,28,No,Yes,Master's,Low,9,6,Omar Williams,,,,
S2360,Emma,Brown,student1360@university.com,Male,21,CS,66.05,73.79,58.95,66.63,53.89,7.67,61.83,94.05,C,6,No,Yes,Bachelor's,Medium,4,8,Emma Brown,,,,
S2361,Emma,Brown,student1361@university.com,Male,22,CS,63.27,80.15,81.53,64.34,70.48,1.11,61.48,66.37,B,21,No,Yes,Bachelor's,Medium,3,5,Emma Brown,,,,
